ID,hl,hl_linker1,hl_linker2,hl_linker3,hl_linker4,lh,lh_linker1,lh_linker2,lh_linker3,lh_linker4,Separate
7tqg,26.638463347879934,23.610532993465604,3.844860378960399,21.841989650976647,36.89008109258789,29.46240324000357,24.36477313441757,12.186703148419715,23.06067113105255,44.06748126859129,15.236594096352233
5awn,26.037656689538714,1.92461303112206,2.1450647963914387,1.7917001339220069,40.91744994003964,25.033959453446847,23.938111454783485,3.1436004617865025,23.58621666349993,31.20254828386437,19.271886635116232
6wos,29.458181227292744,2.1361451872989368,3.144594138129722,13.977800198971424,10.723294052178735,27.06054905746917,3.694566185134137,3.123039890340191,3.62671557221768,4.2804850290590055,16.109812044893225
3aaz,35.178355303357094,2.9685019554586023,3.4185470185524056,26.198630036891945,13.042698717949582,27.826582365632643,3.1503865476463804,3.2216598724327032,3.177411473959256,3.102290573834771,19.572922024250357
5it2,30.42353391360685,2.274285090081511,2.628722437996845,2.2375793986806074,42.2936357294276,30.58569821066746,3.5949451998917903,2.831106136508083,3.559336112317234,4.412240071852104,17.934817713806087
5ezj,31.02938161042761,27.48725982110162,1.4970698544420786,25.74542515064319,14.12517295785208,28.829804098295536,24.1354312089876,1.120129889987649,23.215387884537268,8.417177133123745,22.462082450100652
7wvi,31.76773654534736,14.41961510782117,3.081062308248967,14.238951908525326,45.81622042278289,28.77154749193919,21.77374726193957,3.272677285903637,22.104335845617022,12.89876892714429,18.08902443470461
4nwu,30.472041738720176,28.5753972811904,2.892602368664039,3.302519205263373,31.03979562906489,28.093994385355305,2.40234450860819,2.671021791573548,2.3945627423624867,2.2867194954738665,17.751306389405478
8ekh,30.04540748126524,27.652335809900347,3.6260780683115614,28.11045113513034,36.822007913750085,30.62106036507857,25.277436478306303,1.7417178324195055,25.089607228506264,40.369413594644925,16.858011457874927
6p9i,27.307148456960043,3.123847756427122,2.805294153472215,13.6559134216429,2.47674120353631,30.640984649581178,15.783537838495397,3.5510378976402577,15.429230902470175,6.375401001973732,20.573347279271534
4r7n,28.865607738905315,27.215937392455192,1.801676869324844,14.10608440418236,44.98471346736995,30.23780310912641,25.29357021989712,1.8028689855265572,23.96296584834987,42.24117667848598,18.975754145837538
5n2k,27.79957891572709,4.4981874450184165,1.4318132457975037,4.265539584697498,39.832708964676215,28.493018970593123,24.503687618201543,3.59479578192189,5.021972569461839,5.532934622685056,18.460038149056814
4r7d,29.87312332858655,12.220044859921032,1.5914163571005029,12.111924764802724,40.46555112253936,26.931573564856123,23.034962583972156,1.4296683312148093,23.064524721141016,9.655017510830069,19.2500960590956
6pzg,31.45729227343137,13.646291587565246,3.20814366455213,13.763126559287128,37.89761076725064,29.93447390281167,24.798747584161703,3.477257013164154,8.213146092851154,15.466859663694322,17.697344629548674
6mty,28.536423365583868,4.68462177403819,5.4159417254073885,4.689550250292239,43.36028605521537,27.87460435419315,25.638869895477956,6.96002359799353,24.855020467069323,40.22131946882059,18.1535294394304
4qhk,28.35024664219672,25.772319651637016,4.731842490492281,7.364835879276065,8.109357221473564,27.9845680530446,25.57971914537352,1.919840762289189,25.94145046676471,43.80518797600652,17.20961633218407
2xa8,27.364302233543263,14.756987048516503,1.278615082112842,27.16959290534724,43.00894798639427,28.829495928761357,30.708175482750367,1.0859752987207725,0.9067201832305316,1.4342831872888466,17.426069152393804
2f5a,31.132423965503605,27.373536270836,5.744129102416939,27.197015281214345,44.21011422731829,28.014936975686293,22.517340744383063,5.902809788426454,23.04462674996568,7.239921655553185,19.865021896662814
6mts,29.838125875801158,3.300251672539793,4.03869123366638,2.297910300617076,42.08384184534549,28.81393561475935,24.12839997750257,5.023030653374723,5.931044823468666,37.644783613476,19.707775509782774
5i8k,30.017248835553225,26.377270589322126,1.4660990548833268,14.259565658688716,39.196869103502365,30.912016032282857,1.7000030454241764,1.7045752296232708,1.5107919716631233,2.225430759574042,16.67453023146189
5wl2,27.58810715242569,26.93347300429071,3.772675338879336,4.804331729180341,43.354760839258525,29.604395332245023,25.43034981081809,2.678987581026456,15.2890319787096,32.845428544417466,17.353680412562248
4x4x,13.61072585461913,1.4698440692443413,1.3376466639621285,1.4715099341082822,31.264865512008264,16.733881784359866,1.481187612323996,1.3623270762953563,1.441765008045939,32.967449170929406,15.917492000495008
5ibu,32.31838894760019,15.125605726877131,4.070412892365051,13.831012318962376,44.951369304634966,29.753282605626666,29.805663547013346,4.728252670412917,12.760905199691436,15.290003179731476,18.710572486626813
7mfa,28.30430550271473,1.8587315260678736,2.9611856904853187,1.7894734416075135,33.24625546390411,26.897024069940645,23.66470986607302,3.1648746694385945,24.06192050945016,44.09439853087855,19.518714218292832
5ggq,26.93311712609576,26.879747205362133,2.391258718726366,26.67996774198212,38.6426124524648,30.835255212196643,22.9117065592488,2.309195607046237,23.15193623922175,44.61208794488494,17.81849201608678
7mx8,31.672266505431462,14.42069398189817,1.9540535480910115,2.479057222115832,16.253882577793245,25.10323037695469,2.324905342444135,2.196207287503169,2.240249216562523,3.010339082435594,21.372662032409334
8ady,34.519685936179215,2.267215311006075,2.298989646760917,2.231597834390039,40.060929663413134,28.661794093560264,3.5387637216930563,2.456034305688723,3.6301818949967446,33.19541976712451,21.95390094931057
7kx4,30.993334531351604,27.13140705687317,1.0861880813381004,27.30255446158794,39.53062671505866,32.20458586750342,25.83798586738868,1.2702492486043269,26.02854785667072,33.63901910773588,17.590579022750415
5v7r,31.3471929476294,26.808687803840588,1.269394234032157,13.248901260103926,41.80879821292102,28.07413339207204,1.367896394971162,1.1697389830434155,1.2382165383319197,1.3718556207841248,16.906513787876424
4nuj,31.749117932576663,29.35712541054429,3.918354017379071,29.34811801478395,46.15061074204032,28.653346111500092,24.96711521026992,4.181956903590213,24.619147987890496,13.95256009827884,17.841284339521575
4zd3,8.665275616400224,6.210890650877813,10.46176093844247,5.436580091438112,4.888703546487928,26.81125955702477,27.42831491074804,3.822404334191269,26.107179171051545,38.59392766160581,18.72828463025644
5itb,35.22839400819102,22.72609309318454,5.58737571678769,4.713587378009068,12.82248660055899,28.616313026221807,6.3396957527171445,6.050605221085919,6.508018577762643,24.241500666699388,17.66058723503214
6foe,32.433233711857504,2.6937782278821483,1.716322757695114,2.881222506858337,15.065908787744997,27.3360625802157,1.1321076839079838,1.307335164733887,1.132249728324128,12.439020814810211,20.86818936170187
4lri,28.97782336274506,1.9446252100843784,1.979354723158388,1.9064036897126595,44.261148142727976,24.571986266703952,2.682508442409196,2.2786676806444524,2.654972546698647,3.45761609397347,18.047345880981236
7n3e,28.39639843586285,15.528387114983014,2.3926777830828185,15.456451065392454,39.29955966958149,32.319376007859255,15.619405489353856,2.242419666792701,15.320711577085774,15.935713351424544,18.432790557090605
5cgy,28.141821017846706,2.5250481109635508,3.7362211595777057,2.65349199041094,3.8500533532113512,25.78494827420558,23.263439199767312,5.4165139383849645,8.243200269508856,42.90500139495047,18.47140331264911
1jpt,29.689136650187027,27.29739943485156,1.496345318178199,12.865636169166187,46.58470623109459,30.95486347579806,26.795870040435688,1.4025778457773737,25.52568778365441,1.5116142714335137,17.36861394160044
4nry,34.5883890636354,16.081710941411767,12.230411882720778,16.284748863753713,42.99408830823268,30.75247924288101,24.52985867205419,12.77204783547725,26.497550286770448,13.068209090918389,18.688906777861217
4lrn,18.854680549680342,1.7208926473494923,1.7499204073298047,1.7102324296412992,1.6799755710251032,17.7882199290598,1.7627810742855374,1.7371707145499231,1.7536499176613352,1.7639691539089764,16.51552456882408
5whj,24.427053229012948,25.866445504013736,4.274434827249915,25.699119982285268,33.30678867304036,30.579892147931105,26.92963862635412,1.6909871914800978,14.891302053430634,45.07209291395262,17.78864570892777
4rir,30.849712716453077,3.988172139652411,6.472012706521485,4.750926627438622,39.18714842592938,28.603497382114732,25.22327215930959,8.746418984093802,17.297527382404763,18.51961357454622,18.723805767675717
3dif,31.98157017207169,15.576204472438,1.4018843900946,13.469763566869426,22.566787944422803,32.83421881610494,1.5729132962298449,1.3363080619566412,1.6002321431804307,1.8748400610201064,29.415868805089787
7u0b,29.076566540915287,8.380271576211364,1.6594235210719517,4.345873148612073,41.59281329714418,29.77387250215513,23.757857487500388,1.7731657466536304,23.832796803736667,10.70797493752666,20.34631978716915
5cip,30.156059186094204,3.578337902333039,3.929661173209996,3.552449528385334,11.420804251903814,30.51396620885328,4.694027560457097,3.834653454158678,4.724358479841621,43.88438233234074,18.40682689431731
7n3h,28.78732944825607,2.294012147322015,1.5961421984591675,2.272819966739256,41.764615153368055,30.396341905459025,1.404959615176987,1.467656118722228,1.3822257144374652,7.225469454650575,17.148662430781332
4org,27.502906134804757,6.2757980706538605,8.340289082202027,5.733798686339967,41.26664372199527,27.103640639770468,22.42410575360037,9.23562185047576,22.37296682943124,42.97975931259098,17.954274195964643
1hkl,32.24746041267698,27.685143208034177,26.127773099269028,28.554919734485967,38.38248704441583,27.82968591343754,24.6156607721232,23.658706458727654,24.47666522671111,4.0968145568000125,21.05376106259703
7sn1,32.704999670295926,15.523798169337535,1.821962153676904,15.223310634332416,20.9379329890952,29.59973115269997,3.620163719189832,2.5395816550730754,3.622483725652477,4.8215386407731735,23.296890117650886
6ztd,10.043169941530918,8.477342488221202,7.973561098951762,8.270560590115636,9.205626622643988,31.565678961856914,22.982095849656496,7.485192325205651,22.83989413691957,28.233645422464008,19.41176712373981
6lun,29.691546956069217,5.805760229773787,1.1065177453651205,27.23906798025575,43.3986882027582,29.071934495280917,25.362268922721785,1.000903490488664,24.98980187546407,24.964526510150424,19.68443705827612
6mh2,28.553004855583985,11.016559493117162,1.312539463918408,10.656019120032148,43.21767603500167,28.39838317976897,28.09022961346264,1.4366483116789956,27.69149233241519,3.242723205177265,17.183742236767575
1hzh,30.135302493830096,27.34798855299885,26.95638626833471,27.615849657109703,28.537894055648025,32.8705144596101,19.90149362493446,22.098290240502998,31.61444199146432,20.88898926617481,25.38285506490068
5ur8,34.77725672966051,3.148663969608372,2.032456654470352,3.121771704568183,3.5826829824774404,31.16252635874525,1.4820434918540526,1.8347486047669397,1.427095236155623,1.4394594566166938,18.83337841650288
8ae3,34.55524061498029,2.2544663897790134,2.272612569284336,2.219500596037569,40.10427375528194,28.691239676070754,3.5325843539696744,2.441092835794982,3.6257733919277033,33.23575687355059,21.92522456618254
6wgj,29.488413572527737,11.052172154926788,6.772692281897091,12.980334424004598,32.510031394554154,29.52152242257736,2.3359616680334496,1.8343895060147728,26.071071389325425,40.37547697725317,16.413543773417388
1za6,38.352578555376965,9.647797865039411,11.911313747833084,9.525003620138468,16.277654280472458,30.49083077679097,14.741274255472767,14.18455020014375,14.210849054543049,14.871081326439084,22.15602456252825
1fve,31.74065987578272,28.579271996915956,1.519403202445467,11.931201954027571,37.58003193343048,27.86767131866121,2.424805418924989,1.8382025318033817,2.417265268208314,3.013042405699437,17.307323308947705
6fg2,26.726934569552277,14.421920173282205,3.544471689571169,14.486596614906,38.64151106844129,28.51018610129133,24.58630957369931,2.029489696229557,13.688862474254275,43.6327434423148,17.29313222809583
4qhl,28.17219943047581,26.96859260348394,7.212220370880591,13.974125271168546,9.8713569308439,31.26173247420612,25.93489485579524,6.064603217108467,26.23056524452526,38.8061487210062,14.361034355963762
4hkb,28.583857150091173,23.47806922865172,2.468342084898963,24.968296900151493,36.08122359971534,23.326934828393725,23.11927575574964,2.2787731900051527,24.192008752992205,35.09649751716966,14.758686948710865
2pr4,30.593107280293943,28.023521529490075,5.441841075076062,27.972569140185104,42.54930271017479,28.11823740185396,24.10361218013917,5.404240199067815,24.37632597607241,7.036259465911327,19.225932271653676
6w4w,29.58020193316433,26.998107563766222,3.2498446915126817,27.07308420435054,45.91328582985393,26.17334018151243,30.19489545124644,2.217033981161212,26.589726493415164,14.393910778690987,18.966291674567945
7n6p,29.440909890534623,27.486878673608143,2.9240833534519326,28.0143787848422,44.1828511091442,31.190378851314705,26.280870698079408,2.683104977424626,25.45055758068722,43.00474084294158,17.51818163316172
4fql,30.772450646036702,1.9584541654352885,1.8586224093606831,1.8905051473960492,13.090081141023676,30.82529588825187,2.575265150208481,2.150701751743552,2.5280335577337314,2.9661219815164857,19.581803098900608
6q19,29.38336797428792,12.138518480462446,4.002689446663041,12.488309543058357,7.33850606571589,30.690973978345266,15.117380858907003,2.324715751170005,14.34822239242648,36.84840567859833,17.693664696801523
7jxd,27.94613948672447,27.79442150342153,2.529820009783007,27.46434802480974,37.76267440544301,29.39963967995729,24.931209658273893,6.487549483221123,24.783617123682298,39.26893086702499,18.00895617565749
6and,29.10678097133845,1.7334874164887757,1.6791404876026514,1.553063106346476,45.0681679690944,30.064336606570222,2.3249717009360005,1.7623363925194364,2.366596802022784,10.007701008284718,17.4459547181934
